a1,a6,a2,a4,a3
0,0,Lv.12,1178,13
0,0,Lv.20,1178,24
0,0,Lv.19,1213,2691
0,0,Lv.16,1174,28
0,0,Lv.14,1190,21
0,0,Lv.18,10,19
0,0,Lv.20,1169,23
0,0,Lv.19,1180,33
0,0,Lv.16,1201,3002
0,0,Lv.15,14,16
0,0,Lv.17,1174,30
0,0,Lv.17,1199,43
0,0,Lv.18,1179,27
0,0,Lv.14,8,23
0,0,Lv.13,1268,27
0,0,Lv.18,1176,22
0,0,Lv.19,12,22
0,0,Lv.18,1182,13
0,0,Lv.20,1201,34
0,0,Lv.18,11,21
0,0,Lv.17,11,21
0,0,Lv.17,1183,38
0,0,Lv.17,3,17
0,0,Lv.18,8,18
0,0,Lv.19,1199,22
0,0,Lv.19,5,25
0,0,Lv.15,1179,17
0,0,Lv.19,1192,24
0,0,Lv.18,1188,33
0,0,Lv.18,12,17
0,0,Lv.20,198,24
0,0,Lv.17,1210,2654
0,0,Lv.15,1189,21
0,0,Lv.18,1196,2809
0,0,Lv.17,1169,16
0,0,Lv.20,7,26
0,0,Lv.20,1187,34
0,0,Lv.19,1190,2392
0,0,Lv.17,6,18
0,0,Lv.15,10,16
0,0,Lv.19,9,17
0,0,Lv.17,8,21
0,0,Lv.13,1177,21
0,0,Lv.11,1201,30
0,0,Lv.15,1180,23
0,0,Lv.16,1201,31
0,0,Lv.15,1164,22
0,0,Lv.9,1305,1254
0,0,Lv.15,1163,39
0,0,Lv.14,1177,21
0,0,Lv.18,1175,19
0,0,Lv.20,1192,2706
0,0,Lv.16,12,19
0,0,Lv.13,10,18
0,0,Lv.20,12,23
0,0,Lv.17,1159,28
0,0,Lv.20,9,25
0,0,Lv.15,1198,35
0,0,Lv.17,1197,22
0,0,Lv.16,10,11
0,0,Lv.15,4,27
0,0,Lv.11,12,15
0,0,Lv.20,11,22
0,0,Lv.17,1182,39
0,0,Lv.15,1184,24
0,0,Lv.14,1178,21
0,0,Lv.18,12,17
0,0,Lv.16,1171,22
0,0,Lv.19,1185,13
0,0,Lv.19,1191,436
0,0,Lv.17,1180,2787
0,0,Lv.18,1200,26
0,0,Lv.16,1197,23
0,0,Lv.19,1198,34
0,0,Lv.19,1181,27
0,0,Lv.15,1201,2825
0,0,Lv.14,1188,23
0,0,Lv.18,12,18
0,0,Lv.17,1176,17
0,0,Lv.15,1184,25
0,0,Lv.20,1180,15
0,0,Lv.19,1195,2544
0,0,Lv.20,1191,34
0,0,Lv.15,1196,366
0,0,Lv.19,1190,24
0,0,Lv.18,1184,35
0,0,Lv.16,1190,378
0,0,Lv.18,1192,20
0,0,Lv.13,1187,22
0,0,Lv.15,1184,22
0,0,Lv.19,1182,26
0,0,Lv.15,1184,26
0,0,Lv.11,1190,39
0,0,Lv.17,8,23
0,0,Lv.19,1168,29
0,0,0,0,0
0,0,Lv.10,1162,2749
0,0,Lv.19,1192,26
0,0,Lv.17,9,18
0,0,Lv.18,1205,20
0,0,0,0,0
0,0,Lv.18,1207,36
0,0,Lv.19,1206,2708
0,0,Lv.18,1217,24
0,0,Lv.17,4,18
0,0,Lv.14,1199,2745
0,0,Lv.19,1207,3002
0,0,Lv.18,1184,18
0,0,Lv.19,15,21
0,0,Lv.18,1179,27
0,0,Lv.15,4,23
0,0,Lv.18,1169,21
0,0,Lv.20,1180,15
0,0,Lv.15,1195,2445
0,0,Lv.17,1188,22
0,0,Lv.17,1171,32
0,0,Lv.20,9,20
0,0,Lv.18,1192,20
0,0,Lv.20,18,16
0,0,Lv.18,23,14
0,0,Lv.17,1180,2490
0,0,Lv.19,14,20
0,0,Lv.16,1187,2673
0,0,Lv.15,1194,22
0,0,Lv.19,1182,19
0,0,Lv.15,1183,38
0,0,Lv.12,1185,31
0,0,Lv.15,1179,24
0,0,Lv.15,1165,18
0,0,Lv.19,1198,34
0,0,Lv.18,14,15
0,0,Lv.19,1169,21
0,0,Lv.18,9,26
0,0,Lv.17,1177,31
0,0,Lv.18,1183,33
0,0,Lv.22,1244,19
0,0,Lv.10,1179,2798
0,0,Lv.17,9,17
0,0,Lv.17,11,12
0,0,Lv.11,1183,34
0,0,Lv.17,1175,26
0,0,Lv.17,1178,27
0,0,Lv.19,11,32
0,0,Lv.15,1179,33
0,0,Lv.18,11,23
0,0,Lv.18,1193,31
0,0,Lv.10,1193,30
0,0,Lv.18,1186,39
0,0,Lv.17,1182,28
0,0,Lv.15,1176,26
0,0,Lv.16,1180,25
0,0,Lv.10,10,18
0,0,Lv.10,1188,23
0,0,Lv.19,1190,26
0,0,Lv.20,1181,3001
0,0,Lv.18,8,22
0,0,Lv.18,1178,24
0,0,Lv.16,1200,35
0,0,Lv.12,12,14
0,0,Lv.16,1191,22
0,0,Lv.15,1201,14
0,0,Lv.16,1198,19
0,0,Lv.20,1190,2415
0,0,Lv.15,1192,32
0,0,Lv.16,1189,29
0,0,Lv.14,1185,22
0,0,Lv.20,1166,28
0,0,Lv.17,1175,28
0,0,Lv.15,1204,2498
0,0,Lv.16,1187,24
0,0,Lv.19,1195,26
0,0,Lv.20,1192,30
0,0,Lv.18,10,20
0,0,Lv.16,10,28
0,0,Lv.19,1201,28
0,0,Lv.18,1200,32
0,0,Lv.16,1181,35
0,0,Lv.17,1194,30
0,0,Lv.18,20,19
0,0,Lv.19,1199,26
0,0,Lv.16,11,15
0,0,Lv.15,1156,28
0,0,Lv.17,5,35
0,0,Lv.17,1188,27
0,0,Lv.10,1179,27
0,0,Lv.19,8,18
0,0,Lv.18,1187,27
0,0,Lv.19,1197,29
0,0,Lv.19,1190,332
0,0,Lv.12,1198,21
0,0,Lv.19,1180,18
0,0,Lv.19,1192,2647
0,0,Lv.12,1205,2726
0,0,Lv.15,1192,2443
0,0,Lv.20,1191,21
0,0,Lv.16,7,28
0,0,Lv.9,1203,2573
0,0,Lv.12,8,18
0,0,Lv.17,1163,23
0,0,Lv.18,14,26
0,0,Lv.16,1205,2452
0,0,Lv.17,1180,26
0,0,Lv.18,1167,25
0,0,Lv.19,1174,18
0,0,0,0,0
0,0,Lv.19,1181,3001
0,0,Lv.13,1167,20
0,0,Lv.18,1183,20
0,0,Lv.15,1364,2416
0,0,Lv.17,1197,24
0,0,Lv.18,1203,24
0,0,Lv.20,1213,2875
0,0,Lv.17,1201,27
0,0,Lv.18,10,24
0,0,Lv.16,7,22
0,0,Lv.19,1182,31
0,0,Lv.14,1177,26
0,0,Lv.15,12,26
0,0,Lv.15,1199,2560
0,0,Lv.20,1171,22
0,0,Lv.17,1186,32
0,0,Lv.19,12,14
0,0,Lv.20,5,15
0,0,Lv.15,6,21
0,0,Lv.18,14,18
0,0,Lv.17,1188,31
0,0,Lv.19,1200,30
0,0,Lv.10,1192,24
0,0,Lv.18,1192,12
0,0,Lv.19,1190,2675
0,0,Lv.18,7,23
0,0,Lv.16,9,15
0,0,Lv.19,7,20
0,0,Lv.15,1179,32
0,0,Lv.18,15,27
0,0,Lv.18,1182,19
0,0,Lv.13,1173,17
0,0,Lv.19,19,21
0,0,Lv.11,1163,24
0,0,Lv.11,1212,35
0,0,Lv.17,1182,31
0,0,Lv.14,15,21
0,0,Lv.16,1190,2548
0,0,Lv.27,1362,40
0,0,Lv.16,1193,33
0,0,Lv.15,11,19
0,0,Lv.19,1182,15
0,0,Lv.15,1201,2825
0,0,Lv.9,1174,35
0,0,Lv.15,1205,2814
0,0,Lv.16,1171,25
0,0,Lv.18,1184,17
0,0,Lv.16,1185,36
0,0,Lv.16,8,17
0,0,Lv.19,8,15
0,0,Lv.15,1197,2495
0,0,Lv.11,1190,19
0,0,Lv.14,10,20
0,0,Lv.18,1197,28
0,0,Lv.22,1281,363
0,0,Lv.17,11,22
0,0,0,0,0
0,0,Lv.19,1181,29
83,898,Lv.5,20,94
0,0,Lv.16,1181,41
0,0,Lv.16,1183,31
0,0,Lv.9,1201,25
0,0,Lv.19,10,22
0,0,Lv.18,1180,28
0,0,Lv.18,1182,23
0,0,Lv.17,1181,29
0,0,Lv.18,1193,29
0,0,Lv.14,1185,29
0,0,Lv.17,7,20
0,0,Lv.17,1172,26
0,0,Lv.13,1174,29
0,0,Lv.18,6,29
0,0,Lv.20,3,19
0,0,Lv.20,1180,2687
0,0,Lv.20,12,17
0,0,Lv.17,1192,2735
0,0,Lv.17,1185,32
104,0,Lv.6,6,22
0,0,Lv.16,1150,20
0,0,Lv.18,1195,2793
0,0,Lv.20,1200,2665
0,0,Lv.16,1186,31
0,0,Lv.15,11,18
0,0,Lv.16,1176,24
0,0,Lv.18,11,19
0,0,Lv.16,1194,18
0,0,Lv.15,1192,40
0,0,Lv.19,1195,18
0,0,Lv.19,9,21
0,0,Lv.18,1179,21
0,0,Lv.13,10,25
0,0,Lv.19,1182,34
0,0,Lv.18,1175,28
0,0,Lv.15,1186,2747
0,0,Lv.11,1163,22
0,0,Lv.11,1204,35
0,0,Lv.19,1182,19
0,0,Lv.19,1180,24
0,0,Lv.17,8,16
0,0,Lv.20,1203,27
0,0,Lv.18,12,25
0,0,Lv.19,1181,25
0,0,Lv.17,1195,35
0,0,Lv.18,1193,35
0,0,Lv.17,1170,21
0,0,Lv.18,11,19
0,0,Lv.18,1178,23
0,0,Lv.16,1194,19
0,0,Lv.16,2,12
0,0,Lv.20,13,18
0,0,Lv.20,12,15
0,0,Lv.19,1182,23
0,0,Lv.12,1204,22
0,0,Lv.18,1174,21
0,0,Lv.15,10,23
0,0,Lv.20,1186,24
0,0,Lv.13,1174,29
0,0,Lv.17,1182,28
0,0,Lv.16,1184,2497
0,0,Lv.19,1189,39
0,0,Lv.18,1170,23
0,0,Lv.16,1174,28
0,0,Lv.17,1170,38
0,0,Lv.17,1176,24
0,0,Lv.19,1176,24
0,0,Lv.15,1182,24
7,0,Lv.3,0,9
0,0,Lv.16,1197,2455
0,0,Lv.13,1183,32
0,0,Lv.12,1172,35
0,0,Lv.18,1304,26
0,0,Lv.16,9,24
0,0,Lv.18,10,26
0,0,Lv.16,1173,28
0,0,Lv.20,8,15
0,0,Lv.19,11,16
0,0,Lv.19,1181,22
0,0,Lv.18,8,18
0,0,Lv.19,1191,436
0,0,Lv.15,1163,28
