a1,a6,a2,a4,a3
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.2,0,7
2,369,Lv.5,0,15
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,12
1,0,Lv.3,0,14
1,0,Lv.5,0,4
3,0,Lv.2,0,10
2,0,Lv.5,0,6
1,0,Lv.1,0,7
1,0,Lv.3,0,7
2,0,Lv.4,0,10
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
9,1610,Lv.14,17,48
1,0,Lv.3,0,5
0,0,Lv.1,0,0
2,0,Lv.3,0,7
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
10,0,Lv.4,0,6
1,0,Lv.1,0,5
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,19,Lv.8,0,8
0,0,Lv.1,0,0
1,0,Lv.2,0,5
9,4752,Lv.16,33,27
1,0,Lv.4,0,12
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
3,0,Lv.3,0,11
6,45,Lv.5,1,11
1,0,Lv.8,41,13
3,0,Lv.3,0,5
5,0,Lv.8,10,12
1,0,Lv.4,2,6
1,0,Lv.3,1,7
1,0,Lv.3,0,7
1,0,Lv.3,0,11
0,0,Lv.15,1177,28
0,0,Lv.19,1171,20
0,0,Lv.11,1174,23
0,0,Lv.17,1186,19
0,0,Lv.12,1178,21
1,0,Lv.2,0,4
1,3031,Lv.9,0,12
1,0,Lv.3,0,10
2,0,Lv.3,0,4
0,0,Lv.1,0,0
3,0,Lv.2,1,5
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.4,1,4
1,0,Lv.2,0,7
1,0,Lv.5,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
4,0,Lv.3,0,1
1,0,Lv.2,0,4
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.1,0,5
0,0,Lv.1,0,0
1,0,Lv.4,2,11
0,0,Lv.1,0,0
2,0,Lv.3,0,6
0,0,Lv.1,0,0
1,0,Lv.4,0,4
7,0,Lv.5,0,12
0,0,Lv.1,0,0
50,0,Lv.15,6,33
0,0,Lv.1,0,0
4,0,Lv.7,1,7
0,0,Lv.1,0,0
3,34590,Lv.16,38,14
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.4,0,2
0,0,Lv.1,0,0
1,0,Lv.3,1,12
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,873,Lv.6,4,8
2,0,Lv.4,1,5
4,0,Lv.5,0,14
3,0,Lv.3,0,10
4,0,Lv.6,1,16
2,0,Lv.3,0,4
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.3,0,1
0,0,Lv.1,0,0
1,0,Lv.3,0,8
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,113,Lv.9,7,7
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.2,0,4
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.5,0,8
2,0,Lv.3,0,12
103,3919,Lv.16,15,4
230,0,Lv.23,38,441
3100,4596,Lv.31,2763,6
494,33190,Lv.20,74,184
321,12342,Lv.24,221,614
0,0,Lv.17,1191,2825
0,0,Lv.15,1196,25
0,0,Lv.20,1213,2875
0,0,Lv.15,1193,30
0,0,Lv.17,1184,28
0,0,Lv.17,1179,18
0,0,Lv.17,15,20
0,0,Lv.15,1202,22
0,0,Lv.16,1188,23
0,0,Lv.19,1196,26
0,0,Lv.14,1172,28
0,0,Lv.15,1194,27
0,0,Lv.18,1195,27
0,0,Lv.17,9,27
0,0,Lv.19,1192,26
0,0,Lv.17,1189,28
0,0,Lv.18,1172,38
0,0,Lv.18,1185,39
0,0,Lv.18,1201,28
0,0,Lv.20,1200,26
0,0,Lv.13,1187,2422
0,0,Lv.10,1162,2749
0,0,Lv.19,1196,28
0,0,Lv.18,10,14
0,0,Lv.11,1179,2624
0,0,Lv.12,1189,36
0,0,Lv.17,1183,2713
0,0,Lv.19,1168,24
0,0,Lv.11,1163,22
0,0,Lv.17,1186,19
0,0,Lv.15,1200,23
0,0,Lv.19,1191,19
0,0,Lv.11,10,13
0,0,Lv.15,1167,23
0,0,Lv.11,1190,28
0,0,Lv.12,1171,18
0,0,Lv.17,1189,26
0,0,Lv.20,1175,22
0,0,Lv.17,1186,22
0,0,Lv.14,7,24
0,0,Lv.19,1207,34
0,0,Lv.14,1200,19
0,0,Lv.11,1201,2402
0,0,Lv.16,1180,20
0,0,Lv.15,1190,25
0,0,Lv.18,1185,25
0,0,Lv.15,1184,16
0,0,Lv.15,1192,19
0,0,Lv.12,1181,21
0,0,Lv.12,1181,26
0,0,Lv.17,1197,2341
0,0,Lv.14,1177,23
0,0,Lv.16,1190,28
0,0,Lv.19,1184,18
0,0,Lv.19,18,19
0,0,Lv.12,1189,19
0,0,Lv.15,8,27
0,0,Lv.16,1172,28
0,0,Lv.15,13,11
0,0,Lv.19,1169,30
0,0,Lv.19,1186,23
0,0,Lv.19,1200,32
