a1,a6,a2,a4,a3
11,6497,Lv.3,1,2
0,0,Lv.17,1483,2025
20,18677,Lv.8,4,16
0,0,Lv.20,1213,2875
29,47686,Lv.14,93,9
181,618233,Lv.27,374,340
1,1191,Lv.3,1,22
5,0,Lv.9,8,40
18,20037,Lv.13,27,48
0,0,Lv.18,1190,31
21,926565,Lv.37,1329,28
0,0,Lv.18,1197,2467
0,0,Lv.11,1188,31
0,0,Lv.17,9,26
0,0,Lv.15,1204,2341
0,0,Lv.15,1178,26
0,0,Lv.17,1190,2446
0,0,Lv.18,1175,29
0,0,Lv.16,1179,15
0,0,Lv.13,1179,20
0,0,Lv.16,1181,20
0,0,Lv.9,1174,35
0,0,Lv.15,11,20
0,0,Lv.12,7,26
0,0,Lv.16,1165,24
0,0,Lv.18,1162,26
0,0,Lv.15,1196,24
0,0,Lv.17,1181,21
0,0,Lv.15,1177,37
0,0,Lv.15,1174,18
0,0,Lv.18,1196,2809
0,0,Lv.17,1157,2740
0,0,Lv.15,1185,34
0,0,Lv.20,1171,25
0,0,Lv.12,1200,2678
0,0,Lv.15,1191,16
0,0,Lv.18,1186,28
0,0,Lv.16,1189,27
0,0,Lv.18,21,35
0,0,Lv.18,1164,2443
0,0,Lv.17,9,19
0,0,Lv.17,10,22
0,0,Lv.20,1211,2661
0,0,Lv.17,1189,18
0,0,Lv.19,1160,30
0,0,Lv.15,17,25
0,0,Lv.18,1184,25
0,0,Lv.9,1162,23
0,0,Lv.18,1176,19
0,0,Lv.20,14,21
0,0,Lv.20,1197,16
0,0,Lv.9,1176,26
0,0,Lv.19,9,20
0,0,Lv.15,1206,42
0,0,Lv.10,8,14
0,0,Lv.9,1188,21
0,0,Lv.17,1171,24
0,0,Lv.19,1186,23
0,0,Lv.20,1200,2404
0,0,Lv.15,1188,21
0,0,Lv.17,1180,23
0,0,Lv.19,1181,31
0,0,Lv.20,5,15
0,0,Lv.18,1205,24
0,0,Lv.15,13,17
0,0,Lv.16,1177,347
0,0,Lv.14,8,18
0,0,Lv.17,1178,25
0,0,Lv.16,1190,24
0,0,Lv.17,6,27
0,0,Lv.12,11,21
0,0,Lv.17,1213,2536
0,0,Lv.17,1179,2393
0,0,Lv.18,1197,2753
0,0,Lv.16,1174,26
13,9222,Lv.6,17,4
0,0,Lv.20,1190,2362
0,0,Lv.14,1196,28
0,0,Lv.14,1172,33
0,0,Lv.17,1194,35
0,0,Lv.18,8,23
0,0,Lv.19,1162,29
0,0,Lv.17,8,19
0,0,Lv.19,1164,18
0,0,Lv.17,1201,20
0,0,Lv.18,1190,2683
0,0,Lv.14,1180,21
0,0,Lv.18,1202,20
0,0,Lv.15,1173,21
0,0,Lv.17,1169,16
0,0,Lv.15,1186,25
0,0,Lv.19,1192,3001
0,0,Lv.19,11,19
0,0,Lv.18,1189,34
0,0,Lv.19,1183,29
0,0,Lv.18,1182,23
0,0,Lv.13,1187,32
0,0,Lv.17,1195,2424
0,0,Lv.16,1181,18
0,0,Lv.18,1184,25
0,0,Lv.19,1179,25
0,0,Lv.15,1194,24
0,0,Lv.19,1,21
0,0,Lv.19,1180,26
0,0,Lv.18,1184,19
0,0,Lv.18,1208,27
0,0,Lv.16,1181,306
0,0,Lv.8,1332,283
0,0,Lv.20,1178,21
0,0,Lv.13,1186,21
0,0,Lv.16,1169,17
0,0,Lv.19,1205,27
0,0,Lv.16,1173,37
0,0,Lv.1,0,8
1,0,Lv.10,0,5
1499,128674,Lv.45,411,210
2,0,Lv.3,0,4
268,206458,Lv.29,165,175
133,11327,Lv.16,10,13
1472,75141,Lv.16,96,255
551,7377,Lv.18,9,30
43,107528,Lv.18,214,9
12,0,Lv.7,0,18
94,0,Lv.12,7,25
29,0,Lv.4,0,13
793,0,Lv.32,76,335
112,0,Lv.4,2,12
45,7051,Lv.20,43,38
2,0,Lv.1,3,2
2,0,Lv.2,0,2
276,4007,Lv.19,7,74
30,0,Lv.2,0,12
2,0,Lv.8,2,3
139,0,Lv.28,219,739
308,9462,Lv.38,659,334
155,0,Lv.19,22,31
8,0,Lv.3,0,12
413,13618,Lv.26,75,784
1059,0,Lv.29,96,591
101,12805,Lv.21,14,27
0,0,Lv.17,1198,38
234,31114,Lv.17,52,39
730,140943,Lv.29,234,90
736,151112,Lv.27,73,45
722,142659,Lv.24,124,102
227,15348,Lv.30,1001,342
23,19932,Lv.15,13,14
832,0,Lv.30,113,38
174,2494,Lv.15,6,144
514,43616,Lv.36,219,752
281,175875,Lv.40,2364,31
343,0,Lv.12,4,43
204,0,Lv.16,1,12
36,7468,Lv.15,7,9
796,0,Lv.23,54,459
245,0,Lv.16,37,103
2125,9289,Lv.17,13,101
0,0,Lv.19,1186,23
1258,0,Lv.21,15,73
1513,26386,Lv.33,797,502
2378,590,Lv.40,3420,23
77,679,Lv.21,32,92
1177,35381,Lv.29,150,28
3,696,Lv.4,0,11
1106,636,Lv.19,23,242
58,0,Lv.15,21,65
270,37335,Lv.23,393,105
190,25224,Lv.17,68,82
375,10917,Lv.23,37,19
55,0,Lv.15,4,20
1012,69914,Lv.32,987,197
92,3567,Lv.27,49,33
126,29219,Lv.16,74,61
490,33572,Lv.24,88,444
636,21443,Lv.38,4409,94
457,34499,Lv.28,77,303
720,124423,Lv.31,496,655
105,617,Lv.17,4,23
2291,11940,Lv.24,77,300
1164,31486,Lv.19,64,61
544,1383,Lv.26,132,93
93,16710,Lv.28,407,1527
127,365,Lv.8,6,39
3,0,Lv.3,0,25
2080,299291,Lv.26,698,1505
1384,9264,Lv.20,72,118
787,933,Lv.25,6,4
1230,454841,Lv.41,1866,95
306,7548,Lv.16,26,55
952,16513,Lv.25,136,31
107,723,Lv.3,0,13
946,94628,Lv.24,207,43
1336,1262208,Lv.45,16688,580
1700,476093,Lv.44,3862,1603
232,0,Lv.18,21,11
188,40561,Lv.19,30,178
220,11441,Lv.19,34,33
353,1967,Lv.24,31,16
507,4033,Lv.17,18,56
44,3385,Lv.9,0,5
244,0,Lv.24,69,556
769,10977,Lv.31,320,330
49,9863,Lv.8,14,8
415,264060,Lv.26,125,168
179,11003,Lv.12,15,33
50,0,Lv.12,3,35
1050,52123,Lv.30,219,104
24,0,Lv.6,0,3
702,0,Lv.18,33,31
297,10712,Lv.23,209,108
245,15861,Lv.18,51,45
120,0,Lv.7,4,32
92,0,Lv.5,0,21
10,606,Lv.6,1,12
1098,43484,Lv.30,277,52
950,150346,Lv.36,1432,491
868,56972,Lv.22,183,80
615,0,Lv.15,9,13
571,0,Lv.18,37,12
390,54608,Lv.18,134,35
889,5282,Lv.19,6,28
138,675,Lv.20,14,27
1128,1141,Lv.19,26,76
9,33572,Lv.9,16,40
334,12844,Lv.20,63,22
194,299461,Lv.38,864,1870
50,481,Lv.8,7,61
373,4754,Lv.20,45,13
2169,87429,Lv.36,1239,7
0,0,Lv.19,1180,18
47,0,Lv.4,0,7
3165,7875,Lv.17,114,98
3617,16261,Lv.26,367,454
1109,4654,Lv.13,46,55
1102,48063,Lv.28,338,564
278,10491,Lv.21,29,17
6,0,Lv.4,2,18
152,288260,Lv.35,1558,184
483,50435,Lv.21,110,77
5359,339966,Lv.45,2428,405
221,0,Lv.24,23,260
112,1036,Lv.15,5,20
42,6833,Lv.8,3,31
232,46615,Lv.27,110,44
245,52548,Lv.17,142,276
21,0,Lv.5,0,22
53,5700,Lv.16,20,57
926,89318,Lv.31,634,444
359,2666,Lv.16,11,27
105,0,Lv.15,13,35
6,4412,Lv.13,15,49
3,519,Lv.3,0,12
280,2672,Lv.23,25,307
57,0,Lv.5,0,29
77,0,Lv.7,8,15
368,40296,Lv.24,85,281
663,21,Lv.21,22,104
527,5448,Lv.26,64,212
173,0,Lv.11,7,18
46,61226,Lv.14,3,14
34,515467,Lv.30,1586,83
0,0,Lv.19,1188,21
33,439315,Lv.19,615,105
0,0,Lv.18,1186,28
0,0,Lv.17,15,21
0,0,Lv.15,1166,24
0,0,Lv.17,1193,32
0,0,Lv.20,10,19
0,0,Lv.18,1199,30
0,0,Lv.16,1191,2448
0,0,Lv.16,17,28
0,0,Lv.19,7,15
0,0,Lv.17,1192,318
1,0,Lv.2,0,6
3,0,Lv.5,0,15
16,2173,Lv.8,5,10
476,0,Lv.17,6,24
55,0,Lv.15,3,56
887,2809,Lv.27,5322,186
1,0,Lv.1,0,2
49,0,Lv.5,0,7
1171,43839,Lv.34,642,358
8,0,Lv.8,2,16
0,0,0,0,0
114,0,Lv.21,17,44
49,1064,Lv.7,3,2
16,0,Lv.4,0,10
797,8398,Lv.18,53,261
89,21207,Lv.18,32,1
64,0,Lv.9,1,14
214,8373,Lv.18,29,6
676,260580,Lv.31,410,586
983,112237,Lv.31,604,29
106,464,Lv.10,0,18
1225,0,Lv.24,33,6
116,1292,Lv.8,7,14
170,23661,Lv.17,41,95
593,1242,Lv.29,241,938
165,1479,Lv.10,6,46
414,0,Lv.13,53,5
273,9461,Lv.19,46,73
257,0,Lv.4,1,15
2057,22658,Lv.33,699,76
2143,9419,Lv.30,492,293
0,9419,0,0,0
862,353391,Lv.45,2503,2876
2,2165,Lv.4,3,24
0,0,Lv.15,1171,36
0,0,Lv.17,1198,27
0,0,Lv.17,14,24
0,0,Lv.11,1165,30
0,0,Lv.19,1188,24
0,0,Lv.3,0,3
41,24631,Lv.10,42,33
0,0,Lv.3,0,8
86,5155,Lv.13,13,33
0,0,Lv.5,1,11
0,0,Lv.3,1,15
0,0,Lv.15,1173,25
0,0,Lv.20,1175,27
0,0,Lv.15,1168,29
0,0,Lv.13,1187,2422
0,0,Lv.10,1182,19
0,0,Lv.12,7,24
0,0,Lv.15,1184,20
0,0,Lv.16,1173,32
0,0,Lv.15,1180,19
0,0,Lv.15,1195,14
0,0,Lv.19,1190,3002
0,0,Lv.16,1186,23
0,0,Lv.19,11,15
0,0,Lv.15,1188,22
0,0,Lv.11,12,24
0,0,Lv.20,1178,21
0,0,Lv.15,1173,34
0,0,Lv.18,1181,19
0,0,Lv.19,1192,31
0,0,Lv.17,1177,26
2,0,Lv.5,2,16
45,0,Lv.3,0,10
38,2474,Lv.17,132,54
0,0,Lv.16,1175,23
0,0,Lv.15,1193,2452
0,0,Lv.15,1199,32
0,0,Lv.19,16,20
0,0,Lv.19,1193,30
0,0,Lv.15,1189,22
0,0,Lv.18,1175,26
0,0,Lv.15,1183,13
0,0,Lv.18,1185,22
0,0,Lv.13,1191,18
0,0,Lv.19,1187,2809
0,0,Lv.15,1181,31
0,0,Lv.17,1177,23
0,0,Lv.19,1177,25
0,0,Lv.17,8,15
0,0,Lv.18,11,27
0,0,Lv.19,11,22
0,0,Lv.18,1167,22
0,0,Lv.18,1166,30
0,0,Lv.20,1188,34
0,0,Lv.15,1189,17
0,0,Lv.18,1182,27
0,0,Lv.16,1192,2760
0,0,Lv.13,1186,20
0,0,Lv.15,8,18
29,508328,Lv.23,177,2
0,0,Lv.19,1161,20
0,0,Lv.19,15,12
0,0,Lv.18,1176,19
0,0,Lv.16,1182,30
0,0,Lv.15,7,23
0,0,Lv.10,1173,379
0,0,Lv.16,1171,14
0,0,Lv.19,1177,24
0,0,Lv.19,16,21
0,0,Lv.15,7,20
0,0,Lv.18,1179,30
0,0,Lv.17,1165,2391
0,0,Lv.16,1179,23
0,0,Lv.19,1187,37
0,0,Lv.16,9,22
0,0,0,0,0
0,0,Lv.18,1208,27
0,0,Lv.19,8,19
0,0,Lv.15,1187,2528
0,0,Lv.18,1184,21
0,0,Lv.18,1177,24
0,0,Lv.19,1185,38
0,0,Lv.15,1140,21
0,0,Lv.15,1174,19
0,0,Lv.15,7,26
0,0,Lv.18,1190,16
793,0,Lv.32,76,335
0,0,Lv.15,1196,27
0,0,Lv.19,1195,37
0,0,Lv.18,1166,30
23,8973,Lv.9,13,29
26,1279,Lv.13,1,82
475,10182,Lv.36,31,1
0,0,Lv.20,1177,19
240,3736,Lv.15,7,124
0,0,Lv.15,1190,32
0,0,Lv.20,1205,2693
0,0,Lv.16,1194,22
880,1304,Lv.22,12,54
568,969,Lv.19,178,249
0,0,Lv.19,1182,25
0,0,Lv.20,10,24
0,0,Lv.18,1165,37
0,0,Lv.18,1206,29
0,0,Lv.15,1176,21
0,0,Lv.20,15,25
0,0,Lv.16,1162,32
0,0,Lv.10,1191,25
0,0,Lv.18,1181,24
0,0,Lv.14,7,24
0,0,Lv.19,1183,27
0,0,Lv.19,1193,2514
0,0,Lv.15,1190,25
0,0,Lv.16,1198,2488
0,0,Lv.17,8,16
0,0,Lv.11,13,17
0,0,Lv.16,8,21
0,0,Lv.19,9,17
0,0,Lv.19,8,15
0,0,Lv.19,1182,25
0,0,Lv.16,8,20
0,0,Lv.11,1195,2822
0,0,Lv.18,1187,34
0,0,Lv.17,1186,2444
0,0,Lv.17,1181,25
0,0,Lv.16,1198,19
0,0,Lv.13,8,24
0,0,Lv.15,1176,36
0,0,Lv.9,1202,35
0,0,Lv.17,1186,24
3,3416,Lv.29,35,33
1,0,Lv.22,7,379
0,18809,Lv.31,464,172
0,474,Lv.8,1,27
13,196476,Lv.20,339,38
1,0,Lv.2,0,9
1,0,Lv.2,0,1
1,0,Lv.2,0,7
1,0,Lv.2,0,6
1,0,Lv.2,0,9
1,0,Lv.7,3,18
1,0,Lv.1,0,7
0,187,Lv.8,4,18
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.2,0,7
2,369,Lv.5,0,15
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,12
1,0,Lv.3,0,14
1,0,Lv.5,0,4
3,0,Lv.2,0,10
2,0,Lv.5,0,6
1,0,Lv.1,0,7
1,0,Lv.3,0,7
2,0,Lv.4,0,10
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
9,1611,Lv.14,17,48
1,0,Lv.3,0,5
0,0,Lv.1,0,0
2,0,Lv.3,0,7
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
10,0,Lv.4,0,6
1,0,Lv.1,0,5
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,19,Lv.8,0,8
0,0,Lv.1,0,0
1,0,Lv.2,0,5
9,4752,Lv.16,33,27
1,0,Lv.4,0,12
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
3,0,Lv.3,0,11
6,45,Lv.5,1,11
1,0,Lv.8,41,13
3,0,Lv.3,0,5
5,0,Lv.8,10,12
1,0,Lv.4,2,6
1,0,Lv.3,1,7
1,0,Lv.3,0,7
1,0,Lv.3,0,11
0,0,Lv.15,1177,28
0,0,Lv.19,1171,20
0,0,Lv.11,1174,23
0,0,Lv.17,1186,19
0,0,Lv.12,1178,21
1,0,Lv.2,0,4
1,3037,Lv.9,0,12
1,0,Lv.3,0,10
2,0,Lv.3,0,4
0,0,Lv.1,0,0
3,0,Lv.2,1,5
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,0,0,0
1,0,Lv.4,1,4
1,0,Lv.2,0,7
1,0,Lv.5,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
4,0,Lv.3,0,1
1,0,Lv.2,0,4
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.1,0,5
0,0,Lv.1,0,0
1,0,Lv.4,2,11
0,0,Lv.1,0,0
2,0,Lv.3,0,6
0,0,Lv.1,0,0
1,0,Lv.4,0,4
7,0,Lv.5,0,12
0,0,Lv.1,0,0
50,0,Lv.15,6,33
0,0,Lv.1,0,0
4,0,Lv.7,1,7
0,0,Lv.1,0,0
3,34591,Lv.16,38,14
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.4,0,2
0,0,Lv.1,0,0
1,0,Lv.3,1,12
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,873,Lv.6,4,8
2,0,Lv.4,1,5
4,0,Lv.5,0,14
3,0,Lv.3,0,10
4,0,Lv.6,1,16
2,0,Lv.3,0,4
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.3,0,1
0,0,Lv.1,0,0
1,0,Lv.3,0,8
0,0,Lv.1,0,0
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,115,Lv.9,7,7
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.2,0,4
0,0,Lv.1,0,0
0,0,Lv.1,0,0
1,0,Lv.5,0,8
2,0,Lv.3,0,12
103,3919,Lv.16,15,4
230,0,Lv.23,38,441
3100,4597,Lv.31,2763,6
494,33191,Lv.20,74,184
321,12342,Lv.24,221,614
0,0,Lv.17,1191,2825
0,0,Lv.15,1196,25
0,0,Lv.20,1213,2875
0,0,Lv.15,1193,30
0,0,Lv.17,1184,28
0,0,Lv.17,1179,18
0,0,Lv.17,15,20
0,0,Lv.15,1202,22
0,0,Lv.16,1188,23
0,0,Lv.19,1196,26
0,0,Lv.14,1172,28
0,0,Lv.15,1194,27
0,0,Lv.18,1195,27
0,0,Lv.17,9,27
0,0,Lv.19,1192,26
0,0,Lv.17,1189,28
0,0,Lv.18,1172,38
0,0,Lv.18,1185,39
0,0,Lv.18,1201,28
0,0,Lv.20,1200,26
0,0,Lv.13,1187,2422
0,0,Lv.10,1162,2749
0,0,Lv.19,1196,28
0,0,Lv.18,10,14
0,0,Lv.11,1179,2624
0,0,Lv.12,1189,36
0,0,Lv.17,1183,2713
0,0,Lv.19,1168,24
0,0,Lv.11,1163,22
0,0,Lv.17,1186,19
0,0,Lv.15,1200,23
0,0,Lv.19,1191,19
0,0,Lv.11,10,13
0,0,Lv.15,1167,23
0,0,Lv.11,1190,28
0,0,Lv.12,1171,18
0,0,Lv.17,1189,26
0,0,Lv.20,1175,22
0,0,Lv.17,1186,22
0,0,Lv.14,7,24
0,0,Lv.19,1207,34
0,0,Lv.14,1200,19
0,0,Lv.11,1201,2402
0,0,Lv.16,1180,20
0,0,Lv.15,1190,25
0,0,Lv.18,1185,25
0,0,Lv.15,1184,16
0,0,Lv.15,1192,19
0,0,Lv.12,1181,21
0,0,Lv.12,1181,26
0,0,Lv.17,1197,2341
0,0,Lv.14,1177,23
0,0,Lv.16,1190,28
0,0,Lv.19,1184,18
0,0,Lv.19,18,19
0,0,Lv.12,1189,19
0,0,Lv.15,8,27
0,0,Lv.16,1172,28
0,0,Lv.15,13,11
0,0,Lv.19,1169,30
0,0,Lv.19,1186,23
0,0,Lv.19,1200,32
0,0,Lv.18,1190,22
0,0,Lv.16,1199,28
0,0,Lv.19,1167,16
0,0,Lv.18,1171,16
0,0,Lv.19,1179,25
0,0,Lv.19,1198,34
0,0,Lv.12,1185,15
0,0,Lv.19,11,18
0,0,Lv.18,1180,23
0,0,Lv.15,10,19
0,0,Lv.17,1191,2871
0,0,Lv.15,10,21
0,0,Lv.15,11,18
0,0,Lv.20,1169,21
0,0,Lv.18,1180,2475
0,0,Lv.17,1171,27
0,0,Lv.14,1179,21
0,0,Lv.15,1187,2384
0,0,Lv.10,1201,2396
0,0,Lv.19,12,19
0,0,Lv.15,1169,19
0,0,Lv.20,1172,18
0,0,Lv.10,1184,30
0,0,Lv.19,1197,27
0,0,Lv.12,14,17
0,0,Lv.11,1163,29
0,0,Lv.19,12,15
0,0,Lv.19,13,19
0,0,Lv.14,14,18
0,0,Lv.13,1180,22
0,0,Lv.19,1196,24
0,0,Lv.16,1170,24
0,0,Lv.15,1175,23
0,0,Lv.17,5,20
0,0,Lv.15,1177,23
0,0,Lv.15,1193,2447
0,0,Lv.18,1201,2443
0,0,Lv.13,1195,15
0,0,Lv.17,1176,16
0,0,Lv.15,1186,27
0,0,Lv.20,1171,22
0,0,Lv.18,1177,18
0,0,Lv.16,1174,28
0,0,Lv.15,1194,24
0,0,Lv.18,1175,29
0,0,Lv.19,1193,24
0,0,Lv.16,1185,37
0,0,Lv.16,1197,2309
0,0,Lv.12,1181,2514
0,0,Lv.17,10,20
0,0,Lv.18,1200,2797
0,0,Lv.17,1178,33
0,0,Lv.20,1169,23
0,0,Lv.19,1193,24
0,0,0,0,0
0,0,Lv.19,1188,20
0,0,Lv.20,10,32
0,0,Lv.10,1189,23
0,0,Lv.18,1200,32
0,0,Lv.17,1191,21
0,0,Lv.18,1174,22
0,0,Lv.15,1179,26
0,0,Lv.14,1183,23
0,0,Lv.20,1166,23
0,0,Lv.14,9,14
0,0,Lv.20,1196,35
0,0,Lv.19,1176,21
0,0,Lv.16,1193,27
0,0,Lv.17,1189,2517
0,0,Lv.18,12,30
0,0,Lv.18,1197,25
0,0,Lv.18,1195,20
0,0,Lv.19,1197,2290
0,0,Lv.16,12,24
0,0,Lv.15,1164,22
0,0,Lv.20,1183,39
0,0,Lv.19,1193,19
0,0,Lv.17,1184,24
0,0,Lv.19,1180,33
0,0,Lv.18,12,20
0,0,Lv.18,1174,2648
0,0,Lv.18,1189,2554
0,0,Lv.15,8,14
0,0,Lv.17,1189,2517
0,0,Lv.17,1167,2754
0,0,Lv.18,1196,24
0,0,Lv.19,1171,27
0,0,Lv.17,1191,2708
0,0,Lv.15,1185,23
0,0,Lv.15,1210,38
0,0,Lv.16,1187,19
0,0,Lv.20,1168,37
0,0,Lv.17,1158,28
0,0,Lv.17,10,20
0,0,Lv.19,16,21
0,0,Lv.16,1172,17
0,0,Lv.15,1164,22
0,0,Lv.20,11,23
0,0,Lv.17,1203,33
0,0,Lv.15,1200,31
0,0,Lv.15,1185,16
0,0,Lv.15,1190,29
0,0,Lv.19,1212,22
0,0,Lv.16,1180,25
0,0,Lv.15,1173,29
0,0,Lv.16,1199,28
0,34,Lv.12,1189,2425
0,0,Lv.19,14,19
0,0,Lv.14,1168,22
0,0,Lv.9,2158,301
0,0,Lv.10,1167,16
0,0,Lv.15,1200,132
0,0,Lv.14,1187,34
0,0,Lv.15,1193,2724
0,0,Lv.17,1188,20
0,0,Lv.9,1196,25
0,0,Lv.20,1186,24
0,0,Lv.16,1192,26
0,0,Lv.19,1191,22
0,0,Lv.16,1212,38
0,0,Lv.18,1184,21
0,0,Lv.15,11,19
0,0,Lv.19,1194,27
0,0,Lv.20,1184,22
0,0,Lv.20,1195,18
0,0,Lv.15,1176,15
0,0,Lv.17,1179,41
0,0,Lv.20,1160,24
0,0,Lv.15,1192,27
0,0,Lv.15,1164,26
0,0,Lv.17,14,25
0,0,Lv.19,16,21
0,0,Lv.20,1175,39
0,0,Lv.16,1179,32
0,0,Lv.8,1281,212
0,0,Lv.17,1198,22
0,0,Lv.17,14,27
0,0,Lv.13,1189,25
0,0,Lv.14,1177,32
0,0,Lv.17,1171,2482
0,0,Lv.20,11,23
0,0,Lv.16,1192,35
0,0,Lv.17,8,22
0,0,Lv.19,1173,29
0,0,Lv.15,1182,41
0,0,Lv.17,1173,24
0,0,Lv.17,12,38
0,0,Lv.20,1185,21
0,0,Lv.16,5,16
0,0,Lv.11,1194,28
0,0,Lv.18,1214,2818
0,0,Lv.17,1167,23
0,0,Lv.19,1172,27
0,0,Lv.16,1184,2412
0,0,Lv.12,1180,22
0,0,Lv.16,14,21
0,0,Lv.20,1199,34
0,0,Lv.13,1188,18
0,0,Lv.18,1193,20
0,0,Lv.15,1193,35
0,0,Lv.20,1179,31
0,0,Lv.18,11,19
0,0,0,0,0
0,0,Lv.16,1201,26
