a1,a6,a2,a4,a3
77,678,Lv.21,32,92
1177,35319,Lv.29,150,28
3,696,Lv.4,0,11
1106,636,Lv.19,23,242
58,0,Lv.15,21,65
270,37329,Lv.23,393,105
190,25213,Lv.17,68,82
375,10917,Lv.23,37,19
55,0,Lv.15,4,20
1012,69895,Lv.32,987,197
92,3567,Lv.27,49,33
126,29217,Lv.16,74,61
490,33565,Lv.24,88,444
636,21441,Lv.38,4409,94
457,34499,Lv.28,77,303
720,124411,Lv.31,496,655
105,617,Lv.17,4,23
2291,11940,Lv.24,77,300
1164,31485,Lv.19,64,61
544,1383,Lv.26,132,93
93,16710,Lv.28,407,1527
127,365,Lv.8,6,39
3,0,Lv.3,0,25
2080,299261,Lv.26,698,1505
1384,9263,Lv.20,72,118
787,933,Lv.25,6,4
1230,454506,Lv.41,1865,95
306,7547,Lv.16,26,55
952,16513,Lv.25,136,31
107,723,Lv.3,0,13
946,94628,Lv.24,207,43
1336,1261081,Lv.45,16687,580
1701,475991,Lv.44,3862,1603
232,0,Lv.18,21,11
188,40481,Lv.19,30,178
220,11413,Lv.19,34,33
353,1967,Lv.24,31,16
507,4033,Lv.17,18,56
44,3385,Lv.9,0,5
244,0,Lv.24,69,556
769,10977,Lv.31,320,330
49,9863,Lv.8,14,8
415,264060,Lv.26,125,168
179,11003,Lv.12,15,33
50,0,Lv.12,3,35
1050,52122,Lv.30,219,104
24,0,Lv.6,0,3
702,0,Lv.18,33,31
297,10711,Lv.23,209,108
245,15844,Lv.18,51,45
120,0,Lv.7,4,32
92,0,Lv.5,0,21
10,606,Lv.6,1,12
1098,43482,Lv.30,277,52
950,150339,Lv.36,1432,491
868,56972,Lv.22,183,80
615,0,Lv.15,9,13
571,0,Lv.18,37,12
390,54608,Lv.18,134,35
889,5282,Lv.19,6,28
138,674,Lv.20,14,27
1128,1141,Lv.19,26,76
9,33572,Lv.9,16,40
334,12842,Lv.20,63,22
194,299420,Lv.38,864,1870
50,481,Lv.8,7,61
373,4754,Lv.20,45,13
2169,87392,Lv.36,1239,7
0,0,Lv.19,1180,18
47,0,Lv.4,0,7
3165,7875,Lv.17,114,98
3617,16244,Lv.26,367,454
1109,4654,Lv.13,46,55
1102,48063,Lv.28,338,564
278,11839,Lv.21,29,17
6,0,Lv.4,2,18
152,288191,Lv.35,1557,184
483,50434,Lv.21,110,77
5359,339956,Lv.45,2428,405
221,0,Lv.24,23,260
112,1036,Lv.15,5,20
42,6833,Lv.8,3,31
233,46614,Lv.27,110,44
245,52506,Lv.17,142,276
21,0,Lv.5,0,22
53,5700,Lv.16,20,57
926,89316,Lv.31,634,444
359,2666,Lv.16,11,27
