a1,a6,a2,a4,a3
0,0,Lv.19,1176,2421
0,0,Lv.19,1189,32
0,0,0,0,0
0,0,Lv.16,1190,28
0,0,Lv.16,1183,31
0,0,Lv.17,1195,2433
0,0,Lv.12,1191,27
0,0,Lv.17,1196,36
0,0,Lv.17,9,16
0,0,Lv.18,1167,35
0,0,Lv.20,7,26
0,0,Lv.15,13,17
0,0,Lv.18,1199,21
0,0,Lv.9,11,18
0,0,Lv.17,7,18
0,0,Lv.20,1196,27
0,0,Lv.16,1191,2823
0,0,Lv.21,1351,2566
0,0,Lv.20,12,19
0,0,Lv.19,1175,25
0,0,Lv.16,13,16
0,0,Lv.19,6,21
0,0,Lv.15,1186,2829
0,0,Lv.20,1193,18
0,0,Lv.15,1192,40
0,0,Lv.18,1192,24
0,0,Lv.19,16,20
0,0,Lv.16,1148,35
0,0,Lv.18,16,25
0,0,Lv.13,4,16
0,0,Lv.17,1177,3001
0,0,Lv.11,1175,2450
0,0,Lv.11,1165,22
0,0,Lv.15,1196,36
0,0,Lv.19,1177,17
0,0,Lv.18,1189,23
0,0,Lv.15,19,18
0,0,Lv.20,12,20
0,0,Lv.18,1187,24
0,0,Lv.19,1196,2690
0,0,Lv.18,1178,24
0,0,Lv.15,8,17
0,0,Lv.19,1190,26
0,0,Lv.16,1168,17
0,0,Lv.15,1201,14
0,0,Lv.12,1205,2726
0,0,Lv.15,1186,26
0,0,Lv.17,1175,26
0,0,Lv.17,1188,15
0,0,Lv.16,1194,27
0,0,Lv.15,1185,22
0,0,Lv.18,1193,24
0,0,Lv.14,10,16
0,0,Lv.14,5,16
0,0,Lv.15,1183,13
0,0,Lv.17,1176,31
0,0,Lv.15,1187,17
0,0,Lv.16,1180,24
0,0,Lv.19,1195,22
0,0,Lv.19,1184,2481
0,0,Lv.26,1358,31
0,0,Lv.19,1193,36
0,0,Lv.19,1186,25
0,0,Lv.19,1192,26
0,0,Lv.19,1203,2768
0,0,Lv.20,1168,19
0,0,Lv.19,1172,27
0,0,Lv.14,3,23
0,0,Lv.18,1188,19
0,0,Lv.19,1179,24
0,0,Lv.15,1184,37
0,0,Lv.20,1182,38
0,0,Lv.10,1192,26
0,0,Lv.16,1189,29
0,0,Lv.19,1192,31
0,0,Lv.16,1190,28
0,0,Lv.15,1154,20
0,0,Lv.15,1174,25
0,0,Lv.20,1178,23
0,0,Lv.15,13,27
0,0,Lv.12,1181,25
0,0,Lv.18,1182,28
0,0,0,0,0
0,0,Lv.19,1177,17
0,0,Lv.17,1194,2733
0,0,Lv.15,1193,22
0,0,Lv.19,1199,22
0,0,Lv.18,1184,25
0,0,Lv.15,1196,366
0,0,Lv.15,1204,2341
0,0,Lv.19,9,21
0,0,Lv.15,7,17
0,0,Lv.20,1190,34
0,0,Lv.12,13,25
0,0,Lv.19,1176,16
0,0,Lv.18,1188,2504
0,0,Lv.18,1185,21
0,0,Lv.17,5,24
0,0,Lv.20,1187,2450
0,0,Lv.15,1189,33
0,0,Lv.19,1174,18
0,0,Lv.17,1176,100
0,0,Lv.14,1197,17
0,0,Lv.20,1199,61
0,0,Lv.13,15,26
0,0,Lv.20,12,20
0,0,Lv.15,1207,2858
0,0,Lv.17,11,23
0,0,Lv.18,12,30
0,0,Lv.20,13,18
0,0,Lv.16,1185,25
0,0,Lv.10,8,28
0,0,Lv.13,1189,28
0,0,Lv.20,11,18
0,0,Lv.15,1188,22
0,0,Lv.17,1168,15
0,0,Lv.11,1187,9
0,0,Lv.15,1191,16
0,0,Lv.19,1191,22
0,0,Lv.16,1174,28
0,0,Lv.19,21,18
0,0,Lv.11,1212,35
0,0,Lv.17,11,14
0,0,Lv.15,1177,22
0,0,Lv.19,1189,24
0,0,Lv.16,1189,21
0,0,Lv.17,1167,20
0,0,Lv.18,1185,25
0,0,Lv.18,1185,19
0,0,Lv.19,1192,26
0,0,Lv.20,1200,25
0,0,Lv.20,1202,38
0,0,Lv.16,1164,22
0,0,Lv.17,1169,25
0,0,Lv.15,1205,2548
0,0,Lv.17,1188,2797
0,0,Lv.19,1176,19
0,0,Lv.18,1173,18
0,0,Lv.16,1185,12
0,0,Lv.19,1203,2673
0,0,Lv.10,1191,412
0,0,Lv.17,1190,2446
0,0,Lv.19,10,21
0,0,Lv.12,1189,36
0,0,Lv.12,1174,23
0,0,Lv.16,1181,19
0,0,Lv.16,1186,21
0,0,Lv.19,1171,16
0,0,Lv.17,13,20
0,0,Lv.15,1185,24
0,0,Lv.20,1206,35
0,0,Lv.15,1197,26
0,0,Lv.18,1184,25
0,0,Lv.11,1,24
0,0,Lv.19,11,13
0,0,Lv.13,1200,2368
0,0,Lv.19,1189,25
0,0,Lv.18,1190,2707
0,0,Lv.16,1183,2470
0,0,Lv.14,1180,37
0,0,Lv.19,1197,2383
