a1,a6,a2,a4,a3
135,2382,Lv.19,36,150
0,0,Lv.19,1157,17
0,0,Lv.16,1182,23
483,50435,Lv.21,110,77
164,19329,Lv.17,65,29
0,0,Lv.20,1187,37
0,0,Lv.20,15,17
0,0,Lv.15,1205,33
0,0,Lv.18,1191,34
0,0,Lv.19,16,12
0,0,Lv.16,1172,21
0,0,Lv.20,1172,27
0,0,Lv.17,1182,25
0,0,Lv.16,1179,26
0,0,Lv.18,1177,34
0,0,Lv.16,1179,40
0,0,Lv.16,3,21
0,0,Lv.15,1196,2764
0,0,Lv.19,1168,21
0,0,Lv.19,10,21
0,0,0,0,0
0,0,Lv.17,1184,23
0,0,Lv.15,1189,37
0,0,Lv.16,7,22
0,0,Lv.10,1199,39
0,0,Lv.10,1191,2414
0,0,Lv.15,1195,31
0,0,Lv.18,1197,41
0,0,Lv.18,1192,2470
0,0,Lv.15,1180,19
0,0,Lv.13,1182,23
0,0,Lv.16,1184,20
536,2944,Lv.17,46,70
0,0,Lv.18,1175,24
0,0,Lv.11,1172,25
0,0,Lv.15,1197,2481
0,0,Lv.19,1182,26
0,0,Lv.19,8,26
0,0,Lv.11,1190,28
0,0,Lv.18,18,22
0,0,Lv.15,10,16
0,0,Lv.15,7,17
0,0,Lv.16,1181,24
0,0,Lv.18,1202,20
0,0,Lv.16,10,24
0,0,Lv.16,1194,24
0,0,Lv.21,1179,54
0,0,Lv.19,14,20
0,0,Lv.17,1182,24
0,0,Lv.19,1187,25
0,0,Lv.16,1185,21
0,0,Lv.12,10,21
0,0,Lv.18,1159,32
0,0,Lv.18,1191,32
0,0,Lv.18,14,24
0,0,Lv.11,1174,35
0,0,Lv.17,1163,19
0,0,Lv.18,7,16
0,0,Lv.16,1180,29
0,0,Lv.18,1209,25
0,0,Lv.15,1191,26
0,0,Lv.19,1196,27
0,0,Lv.16,1184,28
0,0,Lv.17,1179,20
0,0,Lv.16,11,14
0,0,Lv.9,1169,20
0,0,0,0,0
0,0,Lv.18,9,22
0,0,Lv.11,1192,21
0,0,Lv.25,1557,37
0,0,Lv.18,1192,18
0,0,Lv.15,1171,25
0,0,Lv.18,1207,32
0,0,Lv.17,11,21
0,0,Lv.16,1190,34
0,0,Lv.20,17,24
0,0,Lv.17,1179,21
0,0,Lv.17,1181,26
0,0,Lv.18,1170,19
0,0,Lv.19,1175,17
0,0,Lv.19,9,21
0,0,Lv.18,1182,28
0,0,Lv.18,1194,25
0,0,Lv.16,1203,33
0,0,Lv.16,1165,20
0,0,Lv.17,1187,13
0,0,Lv.18,1165,37
0,0,Lv.14,5,21
0,0,Lv.15,1171,27
0,0,Lv.19,1181,27
0,0,Lv.19,1195,34
0,0,Lv.15,1192,28
0,0,Lv.14,1188,37
0,0,Lv.20,1180,19
0,0,Lv.16,1187,2673
0,0,Lv.19,8,21
0,0,Lv.19,1198,37
0,0,Lv.15,1177,37
0,0,Lv.18,1182,38
0,0,Lv.18,1196,24
0,0,Lv.17,1174,21
0,0,Lv.18,1188,37
0,0,Lv.18,1159,29
0,0,Lv.15,1170,35
0,0,Lv.11,1195,2675
0,0,Lv.18,1171,27
0,0,Lv.19,18,21
0,0,Lv.18,1186,21
0,0,Lv.17,1184,25
0,0,Lv.16,1186,25
0,0,Lv.18,1176,26
0,0,Lv.15,11,26
0,0,Lv.13,1189,28
0,0,Lv.18,1202,2415
0,0,Lv.17,1190,2446
0,0,Lv.19,1187,2809
0,0,Lv.18,1172,24
0,0,Lv.19,1202,23
0,0,Lv.17,1191,28
0,0,Lv.20,11,22
0,0,Lv.18,1191,27
0,0,Lv.17,1173,26
0,0,Lv.18,1198,16
0,0,Lv.18,1503,2860
0,0,Lv.19,1202,21
0,0,Lv.18,1184,20
0,0,Lv.16,1171,25
0,0,Lv.20,1166,23
0,0,Lv.11,15,16
0,0,Lv.18,1193,22
0,0,Lv.10,1196,331
0,0,Lv.19,7,18
0,0,Lv.19,1184,25
0,0,Lv.17,1187,31
0,0,Lv.12,11,15
0,0,Lv.17,1182,39
0,0,Lv.20,1190,37
0,0,Lv.16,10,25
0,0,Lv.16,1173,21
0,0,Lv.16,1198,20
0,0,Lv.17,1185,31
0,0,Lv.17,8,21
0,0,Lv.18,1195,26
0,0,Lv.19,1172,14
0,0,Lv.18,1194,20
0,0,Lv.16,1194,32
0,0,Lv.18,1199,15
0,0,Lv.15,8,31
0,0,Lv.10,1184,30
0,0,Lv.15,1181,32
0,0,Lv.14,1186,23
0,0,Lv.19,18,19
0,0,Lv.13,1174,22
0,0,Lv.11,1182,19
0,0,Lv.9,1189,37
0,0,Lv.16,6,24
0,0,Lv.18,12,25
0,0,Lv.15,8,20
0,0,Lv.18,1186,41
0,0,Lv.19,1192,27
0,0,Lv.19,1203,34
0,0,Lv.19,1209,2497
0,0,Lv.18,1185,2496
0,0,Lv.16,1165,20
0,0,Lv.18,1193,20
0,0,Lv.19,1193,27
0,0,Lv.19,1193,24
0,0,Lv.16,19,26
0,0,Lv.18,7,22
0,0,Lv.18,1193,39
0,0,Lv.15,1169,23
0,0,Lv.11,1166,24
0,0,Lv.13,1196,2690
0,0,Lv.16,1191,24
0,0,Lv.17,1201,25
0,0,Lv.15,1170,22
0,0,Lv.15,1223,2530
0,0,Lv.15,11,22
0,0,Lv.16,10,11
0,0,Lv.19,1161,21
0,0,Lv.11,1198,24
0,0,Lv.16,18,30
0,0,Lv.17,1187,22
0,0,Lv.17,1219,3001
0,0,Lv.16,1176,19
0,0,Lv.20,1194,23
0,0,Lv.15,1174,26
0,0,Lv.17,5,24
0,0,Lv.17,1179,19
0,0,Lv.20,1181,27
0,0,Lv.18,1191,2547
0,0,Lv.17,1160,38
0,0,Lv.17,1187,29
0,0,Lv.14,9,19
0,0,Lv.11,1163,22
0,0,Lv.17,1201,2506
0,0,Lv.17,1197,353
0,0,Lv.17,1178,33
0,0,Lv.12,8,16
0,0,Lv.17,1188,24
0,0,Lv.19,1181,18
0,0,Lv.13,1180,41
0,0,Lv.19,1194,19
0,0,Lv.11,1200,40
0,0,Lv.19,1197,2838
0,0,Lv.15,1177,26
0,0,Lv.18,1159,32
0,0,Lv.20,1195,28
0,0,Lv.16,1180,22
0,0,Lv.15,1202,24
0,0,Lv.19,1185,20
0,0,Lv.19,11,22
0,0,Lv.18,1173,24
0,0,Lv.19,1173,29
0,0,Lv.16,1172,21
0,0,Lv.15,1201,2658
0,0,Lv.13,1181,17
0,0,Lv.17,1197,23
0,0,Lv.15,1188,34
0,0,Lv.15,1182,22
0,0,Lv.18,1207,36
0,0,Lv.17,1171,23
0,0,Lv.16,12,17
0,0,Lv.16,1190,35
0,0,Lv.19,1192,32
0,0,Lv.15,13,9
0,0,Lv.18,10,21
0,0,Lv.17,1203,2795
0,0,Lv.18,12,22
0,0,Lv.19,1184,2700
0,0,Lv.18,1190,2511
0,0,Lv.18,1181,15
0,0,Lv.11,1150,30
0,0,Lv.19,1200,19
0,0,Lv.10,1168,24
0,0,Lv.17,1179,18
0,0,Lv.13,1169,22
0,0,Lv.12,1171,12
0,0,Lv.18,12,17
0,0,Lv.19,1186,23
0,0,Lv.19,1177,33
0,0,Lv.16,1194,33
0,0,Lv.19,16,17
0,0,Lv.13,1183,2800
0,0,Lv.17,1195,30
0,0,Lv.15,1197,373
0,0,Lv.20,1168,37
0,0,Lv.19,1205,27
0,0,Lv.16,1179,26
0,0,Lv.15,1161,19
0,0,Lv.14,1185,404
0,0,Lv.16,1188,2442
0,0,Lv.18,1190,17
0,0,Lv.15,1180,29
0,0,Lv.19,1180,26
0,0,Lv.12,11,14
0,0,Lv.17,7,19
0,0,Lv.15,1183,24
0,0,Lv.15,1174,25
0,0,Lv.18,1191,25
0,0,Lv.17,1180,26
0,0,Lv.19,8,28
0,0,Lv.15,1194,18
0,0,Lv.15,1202,41
0,0,Lv.15,6,20
0,0,Lv.19,1171,20
0,0,Lv.19,8,18
0,0,Lv.16,13,22
0,0,Lv.18,1179,30
0,0,Lv.19,12,24
0,0,Lv.16,1172,2773
0,0,Lv.17,1174,32
0,0,Lv.9,1171,24
0,0,Lv.15,1183,28
0,0,Lv.16,7,22
0,0,Lv.19,1181,21
0,0,Lv.17,1193,27
0,0,Lv.9,1196,25
0,0,Lv.16,1187,33
0,0,Lv.19,1184,18
0,0,Lv.16,1185,37
0,0,Lv.13,1199,33
0,0,Lv.16,1193,36
0,0,Lv.19,1185,22
0,0,Lv.18,18,16
0,0,Lv.18,1190,19
0,0,Lv.12,1186,21
0,0,Lv.18,1190,23
0,0,Lv.15,1182,22
0,0,Lv.15,1183,38
0,0,Lv.19,5,25
0,0,Lv.19,1193,32
0,0,Lv.17,9,22
0,0,Lv.19,1185,28
0,0,Lv.20,11,15
0,0,Lv.18,1197,16
0,0,Lv.18,1192,23
0,0,Lv.13,1182,18
0,0,Lv.16,1193,33
0,0,Lv.19,1165,20
0,0,Lv.12,1172,32
0,0,Lv.11,14,18
0,0,Lv.16,1188,25
0,0,Lv.20,1169,25
0,0,Lv.15,7,15
0,0,Lv.17,1175,28
0,0,Lv.23,1299,28
0,0,Lv.18,1177,33
0,0,Lv.15,1191,2408
0,0,Lv.17,1169,33
0,0,Lv.15,1163,39
0,0,Lv.15,1204,2341
0,0,Lv.18,1185,19
0,0,Lv.18,1197,33
0,0,Lv.19,1202,27
0,0,Lv.17,1210,2654
0,0,Lv.20,1186,27
0,0,Lv.18,1210,2766
0,0,Lv.19,1180,20
0,0,Lv.19,1194,2976
0,0,Lv.20,1191,22
0,0,Lv.15,9,20
0,0,Lv.19,12,16
0,0,Lv.12,1181,26
0,0,Lv.15,1179,18
0,0,Lv.16,1187,25
0,0,Lv.19,1188,29
0,0,Lv.19,13,27
0,0,Lv.12,1179,30
0,0,Lv.13,1186,26
0,0,Lv.19,1194,2541
0,0,Lv.19,1157,17
0,0,Lv.17,1178,19
0,0,Lv.18,1183,2406
0,0,Lv.18,1175,29
0,0,Lv.16,1190,24
0,0,Lv.19,1176,21
0,0,Lv.20,1189,2928
0,0,Lv.19,1191,22
0,0,Lv.18,1181,24
0,0,Lv.19,9,16
0,0,Lv.16,1182,32
0,0,Lv.17,1172,29
0,0,Lv.17,12,26
0,0,Lv.10,1179,28
0,0,0,0,0
0,0,Lv.17,1182,39
0,0,Lv.17,1189,2696
0,0,Lv.15,1175,27
0,0,Lv.19,9,20
0,0,Lv.14,1174,30
0,0,Lv.11,1188,20
0,0,Lv.16,1204,2452
